# fr_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=fr
# current languages in the file:
# - English - (en) no alterations
# - French - (fr) first column
***LANGUAGES***
en-English|fr-French|
Login -<\/B> The login used for the phone user to login to the client applications|Login -</B> login utilisé par l'utilisateur du téléphone pour se connecter aux applications clientes|
Password -<\/B>  The password used for the phone user to login to the client applications|Mot de passe -</B> Le mot de passe utilisé par l'utilisateur du téléphone pour se connecter aux applications clientes|
New Campaign Lead Recycle Addition|New Campaign Lead Recycle Addition|
Modify Campaign Lead Recycle|Modify Campaign Lead Recycle|
Through the use of lead recycling, you can call specific statuses of leads again at a specified interval without resetting the entire list. Lead recycling is campaign-specific and does not have to be a selected dialable status in your campaign. The attempt delay field is the number of seconds until the lead can be placed back in the hopper, this number must be at least 120 seconds. The attempt maximum field is the maximum number of times that a lead of this status can be attempted before the list needs to be reset, this number can be from 1 to 10. You can activate and deactivate a lead recycle entry with the provided links. This feature only works in auto-dial mode, where dial level is greater than 0|A travers l'utilisation du recyclage de fiches, vous pouvez appelé des fiches avec un statut spécifiques encore à un interval spécifique sans réinitialisation la liste complète. Le recyclage de fiches est spécifique à la campagne et n'a pas a être un statut appelable selectionné dans votre campagne. Le champ de délai de tentative est le nombre de secondes avant que la fiche puisse être remise dans le distributeur de fiches, ce nombre doit être supérieur ou égale à 120 secondes. Le champ tentatives maximum est le nombre de fois maximum que la fiche de ce statut peut être reéessayer avant que la liste est besoin d'être réinitialisé, ce nombre peut être de 1 à 10. Vous pouvez activer et desactiver le recyclage d'une fiche avec les liens fournis. Cette fonctionnalité fontionne uniquement en mode appel automatique, quand le niveau d'appel est supérieur à 0|
CAMPAIGN LEAD RECYCLE NOT ADDED - there is already a lead-recycle for this campaign with this status|RECYCLAGE DE FICHES DE LA CAMPAGNE NON AJOUTE - il y a déjà un recyclage de fiches pour cette campagne avec ce statut|
status must be between 1 and 6 characters in length|le statut doit contenir entre 1 et 6 caractères|
attempt delay must be at least 120 seconds|le délai d'attente doit être au moins 120 secondes|
maximum attempts must be from 1 to 10|le nombre d'essais maximum doit être compris entre 1 et 10|
CAMPAIGN LEAD RECYCLE ADDED|RECYCLAGE DES FICHES DE LA CAMPAGNE AJOUTE|
CAMPAIGN LEAD RECYCLE NOT DELETED|RECYCLAGE DES FICHES DE LA CAMPAGNE NON SUPPRIME|
CAMPAIGN LEAD RECYCLE DELETED|RECYCLAGE DES FICHES DE LA CAMPAGNE SUPPRIME|
Delete Lead Recycle|Supprimer le recyclage des fiches|
LEAD RECYCLING WITHIN THIS CAMPAIGN|FICHES EN RECYCLAGES DANS CETTE CAMPAGNE|
ATTEMPT DELAY|DELAI DE TENTATIVE|
ATTEMPT MAXIMUM|NOMBRE MAX DE TENTATIVES|
ADD NEW CAMPAIGN LEAD RECYCLE|AJOUTER UN NOUVEAU RECYCLAGE DE FICHES DE LA CAMAPGNE|
Attempt Delay|Délai d'attente|
Attempt Maximum|Nombre max de tentatives|
If you want to allow Consultative Transfers, a fronter to a closer, you can place CXFER as one of the number-to-dial presets and the proper dial string will be sent to do a Local Consultative Transfer, then the agent can just LEAVE-3WAY-CALL and move on to their next call. If you want to allow Blind transfers of customers to a VICIDIAL AGI script for logging or an IVR, then place AXFER in the number-to-dial field. You can also specify an custom extension after the AXFER or CXFER, for instance if you want to do Internal Consultative transfers instead of Local you would put CXFER90009 in the number-to-dial field|Si vous voulez autoriser les transferts de consultation, de fronter à closer, vous pouvez placer CXFER comme une des préselection du nombre-à-appeler et la chaîne d'appel approprié sera envoyé pour faire un tranfert de consultation locale, puis l'agent peu juste quitter l'appel à 3 ou continuer sur l'appel suivant. Si vous voulez autoriser les transferts à l'aveugle d'un client vers un script AGI VICIDIAL pour le log ou un IRV, placez AXFER dans le  champ numéro-à-appeler. Vous pouvez aussi specifier une extention personnalisée après AXFER ou CXFER, par exemple si vous voulez faire un transfert de consultation interne à la place d'un local vous devriez mettre CXFER90009 dans le champ numéro à appelé|
System Performance -<\/B> Setting this option to Y will enable logging of system performance stats for the server machine including system load, system processes and Asterisk channels in use. Default is N|Performances du système -</B> Mettre cette option à Y permet de loger les statistiques des performances du système, incluant la charge du système, les processus et les canaux Asterisk utilisés. La valeur par défaut est N|
Server Logs -<\/B> Setting this option to Y will enable logging of all VICIDIAL related scripts to their text log files. Setting this to N will stop writing logs to files for these processes, also the screen logging of asterisk will be disabled if this is set to N when Asterisk is started. Default is Y|Logs du serveur -</B> Mettre cette option à Y permet de loger tous les scripts liés à Asterisk dans leurs fichiers textes de log. Mettre cette option à N arrête le logs dans les fichiers pour ces processus, et de ce fait désactive l'écran de log de Asterisk si cette option est à N quand Asterisk démarre. La valeur par défaut est Y|
AGI Output -<\/B> Setting this option to NONE will disable output from all VICIDIAL related AGI scripts. Setting this to STDERR will send the AGI output to the Asterisk CLI. Setting this to FILE will send the output to a file in the logs directory. Setting this to BOTH will send output to both the Asterisk CLI and a log file. Default is FILE|Sortie des scripts AGI -</B> Mettre cette option à NONE désactive toutes les sorties des scripts AGI de VICIDIAL. La mettre à STDERR enverra les sorties des scripts AGI à la CLI Asterisk. Mettre cette option à FILE enverra les sorties dans un fichiers dans le répertoire des logs. Mettre cette option à BOTH enverra les sorties à la fois vers la CLI Asterisk et dans le fichier de log. La valeur par défaut est FILE|
Recording Delay -<\/B> For ALLCALLS and ALLFORCE recording only. This setting will delay the starting of the recording on all calls for the number of seconds specified in this field. Default is 0|Délai d'enregistrement -</B> Uniquement pour les enregistrements ALLCALLS et ALLFORCE. Cette valeur est le nombre de secondes après lesquelles commence l'enregistrement des appels. La valeur par défaut est 0|
Omit Phone Code -<\/B> This field allows you to leave out the phone_code field while dialing within VICIDIAL. For instance if you are dialing in the UK from the UK you would have 44 in as your phone_code field for all leads, but you just want to dial 10 digits in your dial plan extensions.conf to place calls instead of 44 then 10 digits. Default is N|Omettre le Phone Code -</B> Ce champ permet de ne pas utiliser le champ phone_code lors d'appels passés depuis VICIDIAL. Par exemple si vous appelez de France vers la France vous devriez avoir 33 dans le champ phone_code de chaque fiche, mais vous voulez utiliser 10 chiffres dans le dial plan extensions.conf au lieu de 33 puis 10 chiffres. La valeur par défaut est N|
Campaign Recording -<\/B> This menu allows you to choose what level of recording is allowed on this campaign. NEVER will disable recording on the client. ONDEMAND is the default and allows the agent to start and stop recording as needed. ALLCALLS will start recording on the client whenever a call is sent to an agent. ALLFORCE will start recording on the client whenever a call is sent to an agent giving the agent no option to stop recording. For ALLCALLS and ALLFORCE there is an option to use the Recording Delay to cut down on very short recordings and recude system load|Enregistrement de la campagne -</B> Ce menu permet de choisir le niveau d'enregistrement autorisé pour cette campagne. NEVER désactive l'enregistrement sur l'application client. ONDEMAND est la valeur par défaut et permet à l'agent de démarrer et arrêter l'enregistrement si nécessaire. ALLCALLS démarrera l'enregistrement pour tous les appels passés vers un agent. ALLFORCE démarrera l'enregistrement à chaque appel passés vers un agent sans donné la possibilité à l'agent de stopper l'enregistrement. Pour ALLCALLS et ALLFORCE il y a une option pour utiliser un délai d'enregistrement afin de réduire les enregistrements et la charge système|
Dial Method -<\/B> This field is the way to define how dialing is to take place. If MANUAL then the auto_dial_level will be locked at 0 unless Dial Method is changed. If RATIO then the normal dialing a number of lines for Active agents. ADAPT_HARD_LIMIT will dial predictively up to the dropped percentage and then not allow aggressive dialing once the drop limit is reached until the percentage goes down again. ADAPT_TAPERED allows for running over the dropped percentage in the first half of the shift -as defined by call_time selected for campaign- and gets more strict as the shift goes on. ADAPT_AVERAGE tries to maintain an average or the dropped percentage not imposing hard limits as aggressively as the other two methods. You cannot change the Auto Dial Level if you are in any of the ADAPT dial methods. Only the Dialer can change the dial level when in predictive dialing mode|Méthode d'appel -</B> Ce champ permet de définir la façon dont sont passés les appels. Si c'est MANUAL alors le auto_dial_level sera bloqué à 0 à moins que le méthode d'appel ne change. If RATIO then the normal dialing a number of lines for Active agents. ADAPT_HARD_LIMIT will dial predictively up to the dropped percentage and then not allow aggressive dialing once the drop limit is reached until the percentage goes down again. ADAPT_TAPERED allows for running over the dropped percentage in the first half of the shift -as defined by call_time selected for campaign- and gets more strict as the shift goes on. ADAPT_AVERAGE tries to maintain an average or the dropped percentage not imposing hard limits as aggressively as the other two methods. You cannot change the Auto Dial Level if you are in any of the ADAPT dial methods. Only the Dialer can change the dial level when in predictive dialing mode|
Available Only Tally -<\/B> This field if set to Y will leave out INCALL and QUEUE status agents when calculating the number of calls to dial when not in MANUAL dial mode. Default is N|Valable seulement pour les contrôles -</B> Si ce champ est à Y les agents ayant pour statut INCALL ou QUEUE seront omis pour le calcul des appels à passer quand le mode d'appel n'est pas MANUAL. La valeur par défaut est N|
Drop Percentage Limit -<\/B> This field is where you set the limit of the percentage of dropped calls you would like while using an adaptive-predictive dial method, not MANUAL or RATIO|Pourcentage limite d'abandon -</B> Ce champ permet de définir le pourcentage limite d'appels abandonnés voulu lors de l'utilisation de méthode d'appel adaptive-predictive, pas MANUAL ni RATIO|
Maximum Adapt Dial Level -<\/B> This field is where you set the limit of the limit to the numbr of lines you would like dialed per agent while using an adaptive-predictive dial method, not MANUAL or RATIO. This number can be higher than the Auto Dial Level if your hardware will support it. Value must be a positive number greater than one and can have decimal places Default 3.0|Niveau maximum d'adaptation d'appel -</B> Ce champ permet de définir la limite du nombre de lignes que vous voulez composer par agent lors de l'utilisation d'une méthode d'appel adaptive-predictive, pas MANUAL ni RATIO. Ce nombre peut être plus grand que le Auto Dial Level de votre matériel ci celui-ci le supporte. La valeur doit être un nombre positif plus grand que 1 qui peut être décimal. La valeur par défaut est 3.0|
Latest Server Time -<\/B> This field is only used by the ADAPT_TAPERED dial method. You should enter in the hour and minute that you will stop calling on this campaign, 2100 would mean that you will stop dialing this campaign at 9PM server time. This allows the Tapered algorithm to decide how aggressively to dial by how long you have until you will be finished calling|Heure maximum du serveur -</B> Ce champ est seulement utilisé par la méthode d'appel ADAPT_TAPERED. Vous devez y saisir l'heure à laquelle vous allez arrêter d'appeler pour cette campagne, 2100 veut dire que vous arrêterez d'appeler pour cette campagne à 21h00. Cela autorise l'algorithme Tapered de décider comment appeler agressivement en fonction du temps restant avant d'arrêter d'appeler|
Adapt Intensity Modifier -<\/B> This field is used to adjust the predictive intensity either higher or lower. The higher a positive number you select, the greater the dialer will increase the call pacing when it goes up and the slower the dialer will decrease the call pacing when it goes down. The lower the negative number you select here, the slower the dialer will increase the call pacing and the faster the dialer will lower the call pacing when it goes down. Default is 0. This field is not used by the MANUAL or RATIO dial methods|Adapter le modifieur d'intensité -<\/B> Ce champ est utilisé pour ajuster l'intensité prédictive à la fois plus haut ou plus bas. Plus vous selectionnez un nombre positif grand, plus l'appeleur augmentera considérablement l'appel quand il monte et plus l'appeleur dimunera lentement l'appel quand il descend. Plus le chiffre négatif que vous selectionnez est petit, plus l'appeleur augmentera lentement l'appel et plus l'appeleur diminuera rapidement l'appel quand il descend. La valeur par défaut est 0. Ce champ n'est pas utilisé par les méthodes d'appels MANUAL et RATIO|
Dial Level Difference Target -<\/B> This field is used to define whether you want to target having a specific number of agents waiting for calls or calls waiting for agents. For example if you would always like to have on average one agent free to take calls immediately you would set this to -1, if you would like to target always having one call on hold waiting for an agent you would set this to 1. Default is 0. This field is not used by the MANUAL or RATIO dial methods|Différence cible du niveau d'appel -<\/B> Ce champ est utilisé pour définir quel nombre spécifique d'agents vous désiser avoir en attente d'appels ou d'appels en attente d'agents. Par exemple, si vous voulez avoir toujours en moyenne un agent de libre pour prendre des appels immediatement vous devriez mettre ceci à -1, si vous ciblez d'avoir un appel gardé en attente d'un agent vous devriez mettre ceci à 1. La valeur par default est 0. Ce champ n'est pas utilisé par les méthodes d'appels MANUAL et RATIO|
System Performance|Performances du système|
Server Logs|Logs du serveur|
AGI Output|Sortie des AGI|
Recording Delay|Délai d'enregistrement|
Omit Phone Code|Omettre le phone code|
Campaign Recording|Enregistrement de la campagne|
Dial Method|Méthode d'appel|
Available Only Tally|Valable seulement pour les contrôles|
Drop Percentage Limit|Pourcentage limite d'abandon|
Maximum Adapt Dial Level|Adaptation maximum du niveau de l'appel|
Latest Server Time|Heure max du serveur|
Adapt Intensity Modifier|Adapter le modificateur d'intensité|
Dial Level Difference Target|Différence cible du niveau d'appel|
### START translations for 2.0.2 release ###
VICIDIAL Server Trunks allows you to restrict the outgoing lines that are used on this server for campaign dialing on a per-campaign basis. You have the option to reserve a specific number of lines to be used by only one campaign as well as allowing that campaign to run over its reserved lines into whatever lines remain open, as long at the total lines used by vicidial on this server is less than the Max VICIDIAL Trunks setting. Not having any of these records will allow the campaign that dials the line first to have as many lines as it can get under the Max VICIDIAL Trunks setting|Les trunks du serveur VICIDIAL vous permettent de limiter les lignes sortantes qui sont utilisées sur ce serveur sur une base par-campagne. Vous avez la possibilité de reserver un nombre spécifique de lignes à utiliser par seulement une campagne aussi bien que permettre à cette campagne d'utiliser plus de lignes que celles reservées si il en reste de libre, tant que le nombre maximum de ligne utilisées par Vicidial sur ce serveur est inférieur au nombre de trunks VICIDIAL maximum défini. Avoir aucun de ces réglages permet à la campagne qui appel en premier d'avoir autant de lignes qu'elle le peut sous le nombre max de lignes VICIDIAL défini|
VICIDIAL Balance Dialing -<\/B> Setting this field to Y will allow the server to place balance calls for campaigns in VICIDIAL so that the defined dial level can be met even if there are no agents logged into that campaign on this server. Default is N|Appel équilibré VICIDIAL -<\/B> Définir ce champ à Y permettra au serveur de placer des appels équilibrés pour les campagnes dans VICIDIAL de sorte que le niveau d'appel défini puisse être atteint même s'il n'y a aucun agent connecté dans cette campagne sur ce serveur. La valeur par défaut est N|
VICIDIAL Balance Offlimits -<\/B> This setting defines the number of trunks to not allow VICIDIAL balance dialing to use. For example if you have 40 max vicidial trunks and balance offlimits is set to 10 you will only be able to use 30 trunk lines for VICIDIAL balance dialing. Default is 0|Limite de l'équilibrage VICIDIAL -<\/B> Cette option définit le nombre de trunks à ne pas utiliser pour l'équilibrage des appels VICIDIAL. Par exemple si vous avez 40 trunks vicidial et la limite d'équilibrage VICIDIAL définie à 10 vous ne pourrez utiliser que 30 trunks pour l'équilibrage VICIDIAL. La valeur par défaut est 0|
Allowed Campaigns -<\/B> This is a selectable list of Campaigns to which members of this user group can log in to. The ALL-CAMPAIGNS option allows the users in this group to see and log in to any campaign on the system|Campagnes autorisés -</B> C'est une liste de campagnes dans lesquelles les utilisateurs de ce groupes pourront se connecter. L'option TOUTES LES CAMPAGNES autorise les utilisateurs de ce groupe à voir et se connecter à toutes les campagnes sur le système|
VICIDIAL SERVER TRUNK RECORD NOT ADDED|TRUNK DU SERVEUR VICIDIAL NON AJOUTE|
there is already a server-trunk record for this campaign|il y a déjà un trunk-serveur enregistré pour cette campagne|
the number of vicidial trunks is too high|le nombre de trunks vicidial est trop important|
VICIDIAL SERVER TRUNK RECORD ADDED|TRUNK DU SERVEUR VICIDIAL AJOUTE|
VICIDIAL SERVER TRUNK RECORD NOT MODIFIED|TRUNK DU SERVEUR VICIDIAL NON MODIFIE|
VICIDIAL SERVER TRUNK RECORD MODIFIED|TRINK DU SERVEUR VICIDIAL MODIFIE|
VICIDIAL SERVER TRUNK RECORD NOT DELETED|TRUNK DU SERVEUR VICIDIAL NON SUPPRIME|
VICIDIAL SERVER TRUNK RECORD DELETED|TRUNK DU SERVEUR VICIDIAL SUPPRIME|
campaign must be between 3 and 8 characters in length|la campagne doit contenir entre 3 et 8 caractères|
server_ip delay must be at least 7 characters|le délai du server_ip doit contenir au moins 7 caractères|
trunks must be a digit from 0 to 9999|les trunks doivent être un nombre entre 0 et 9999|
VICIDIAL Balance Dialing|Equilibrage des appels VICIDIAL|
VICIDIAL Balance Offlimits|Limite de l'équilibrage VICIDIAL|
ADDING NEW SERVER VICIDIAL TRUNK RECORD|AJOUT D'UN NOUVEAU TRUNK VERS UN SERVEUR VICIDIAL|
ADD NEW SERVER VICIDIAL TRUNK RECORD|AJOUTER UN NOUVEAU TRUNK SERVEUR VICIDIAL|
MODIFY SERVER VICIDIAL TRUNK RECORD|MODIFIER LE TRUNK SERVEUR VICIDIAL|
DELETE SERVER VICIDIAL TRUNK RECORD|SUPPRIMER LE TRUNK SERVEUR VICIDIAL|
VICIDIAL TRUNKS FOR THIS SERVER|LES TRUNKS VICIDIAL POUR CE SERVEUR|
RESTRICTION |RESTRICTION |
TRUNKS |TRUNKS|
Emergency VDAC Jam Clear|Emergency VDAC Jam Clear|
VDAC NOT CLEARED FOR CAMPAIGN|VDAC NON EFFACE POUR LA CAMPAGNE|
LAST VDAC RECORD CLEARED FOR CAMPAIGN|DERNIER ENREGISTREMENT VDAC DE LA CAMPAGNE EFFACE|
VDAC CLEAR CONFIRMATION|CONFIRMATION DE L'EFFACEMENT DE VDAC|
Click here to delete the oldest LIVE record in VDAC for|Cliquez ici pour effacer les plus vieux enregistrements LIVE dans VDAC pour|
Allowed Campaigns|Campagnes autorisées|
USERS CAN VIEW ANY CAMPAIGN|LES UTILISATEURS PEUVENT VOIR CHAQUE CAMPAGNE|
Campaign Not Allowed|Camapagne non autorisée|
### START translations for 2.0.3 release ###
ADAPT OVERRIDE|ADAPTER LE DEPASSEMENT|
The ADAPT OVERRIDE checkbox allows you to force a new dial level even though the dial method is in an ADAPT mode. This is useful if there is a dramatic shift in the quality of leads and you want to drastically change the dial_level manually.|La checkbox ADAPTER LE DEPASSEMENT vous permet de forcer un nouveau niveau d'appel même si la méthode d'appel est ADAPT. C'est utile s'il y a une variation dramatique dans la qualité des fiches et que vous voulez changer rigoureusement le dial_level manuellement. |
There are two special HotKey options that you can use in conjunction with Alternate Phone number dialing, ALTPH2 - Alternate Phone Hot Dial and ADDR3-----Address3 Hot Dial allow an agent to use a hotkey to hang up their call, stay on the same lead, and dial another contact number from that lead|Il y a deux raccourcis claviers que vous pouvez utiliser en même temps que l'appel du numéro alternatif, ALTPH2 - Alternate Phone Hot Dial et ADDR3 - Adresse3 qui permet à un agent d'utiliser un raccourci pour raccocher l'appel, rester sur la fiche et appeler un autre numéro de la fiche|
Concurrent Transfers|Transferts concurents|
Concurrent Transfers -<\/B> This setting is used to define the number of calls that can be sent to agents at the same time. It is recommended that this setting is left at AUTO. This field is not used by the MANUAL dial method|Transferts concurents -</B> Ce champ permet de définir le nombre d'appels qui peuvent être envoyés à un agent simultanément. Il est recommandé de laisser AUTO. Le champ n'est pas utilisé si la méthode est MANUAL|
Auto Alt-Number Dialing -<\/B> This setting is used to automatically dial alternate number fields while dialing in the RATIO and ADAPT dial methods when there is no contact at the main phone number for a lead, the NA, B, DC and N statuses. This setting is not used by the MANUAL dial method|Appeler automatiquement le numéro alternatif -</B> Ce champ est utilisé pour appeler automatiquement le numéro alternatif si les méthodes d'appels RATIO ou ADAPT sont utilisées quand il n'y pas de réponse au numéro de téléphone principale d'une fiche, les statuts NA, B, DC et N. Cette option n'est pas utilisée pour la méthode d'appel MANUAL|
Auto Alt-Number Dialing|Appeler automatiquement le numéro alternatif|
View Reports -<\/B> This option allows the user to view the VICIDIAL reports.|Voir les rapports -</B> Cette option autorise l'utilisateur à voir les rapports VICIDIAL.|
Modify Sections -<\/B> These options allow the user to view and modify each sections records. If set to 0, the user will be able to see the section list, but not the detail or modification screen of a record in that section|Modifications des sections -</B> Cette option autorise l'utilisateur à voir et modifier chaque enregistrement de section. Si cette option a pour valeur 0, l'utilisateur pourra voir la liste des sections, mais pas le détail et ne pourra pas modifier les enregistrements dans cette section|
VICIDIAL AUTO ALT DIAL STATUSES|STATUTS VICIDIAL DE L'APPEL AUTOMATIQUE DU NUMERO ALTERNATIF|
If the Auto Alt-Number Dialing field is set, then the leads that are dispositioned under these auto alt dial statuses will have their alt_phone and-or address3 fields dialed after any of these no-answer statuses are set|Si le champ Appel automatique du numéro alternatif est défini, alors les fiches diposées sous ces statuts d'appels automatiques du numéro alternatif auront leurs champs numéro alternatif et/ou adresse3 appelés après n'importe quel statut de non-réponse|
AUTO ALT NUMBER DIALING FOR THIS CAMPAIGN|APPEL AUTOMATIQUE DU NUMERO ALTERNATIF POUR CETTE CAMPAGNE|
ADD NEW AUTO ALT NUMBER DIALING STATUS|AJOUTER UN NOUVEAU STATUT D'APPEL AUTOMATIQUE DU NUMERO ALTERNATIF|
AUTO ALT DIAL STATUS NOT ADDED|STATUT D'APPEL AUTOMATIQUE DU NUMERO ALTERNATIF NON AJOUTE|
there is already an entry for this campaign with this status|il y a déjà un entrée pour cette campagne avec ce statut|
AUTO ALT DIAL STATUS ADDED|STATUT D'APPEL AUTOMATIQUE DU NUMERO ALTERNATIF AJOUTE|
AUTO ALT DIAL STATUS NOT DELETED|STATUT D'APPEL AUTOMATIQUE DU NUMERO ALTERNATIF NON SUPPRIME|
AUTO ALT DIAL STATUS DELETED|STATUT D'APPEL AUTOMATIQUE DU NUMERO ALTERNATIF SUPPRIME|
this auto alt dial status is not in this campaign|ce statut d'appel automatique du numéro alternatif n'est pas dans cette campagne|
New Auto Alt Dial Status|Nouveau statut d'appel automatique du numéro alternatif|
Delete Auto Alt Dial Status|Supprimer ce statut d'appel automatique du numéro alternatif|
Users |Utilisateurs |
Campaigns |Campagnes |
Lists |Listes |
Scripts |Scripts |
Filters |Filtres |
In-Groups |In-Groups |
User Groups |Groupes d'utilisateurs |
Remote Agents |Agents distants |
Admin |Admin |
Reports |Rapports |
Show Users |Voir les utilisateurs |
Add A New User |Ajouter un nouvel utilisateur |
Search For A User |Rechercher un utilisateur |
Show Campaigns |Voir les campagnes |
Add A New Campaign |Ajouter une nouvelle campagne |
Real-Time Campaigns Summary |Menu temps-réel des campagnes |
Show Lists |Voir les listes |
Add A New List |Ajouter une nouvelle liste |
Search For A Lead |Rechercher une fiche |
Add Number To DNC |Ajouter un numéro à la liste DNC |
Load New Leads |Charger de nouvelles fiches |
Show Scripts |Voir les scripts |
Add A New Script |Ajouter un nouveau script |
Show Filters |Voir les filtres |
Add A New Filter |Ajouter un nouveau filtre |
Show In-Groups |Voir les In-Groups |
Add A New In-Group |Ajouter un nouveau In-Group |
Show User Groups |Voir les groupes d'utilisateurs |
Add A New User Group |Ajouter un nouveau groupe d'utilisateurs |
Group Hourly Report |Rapport horaire du groupe |
Show Remote Agents |Voir les agents distants |
Add New Remote Agents |Ajouter un nouvel agent distant |
Call Times |Période d'appels |
Phones |Téléphones |
Conferences |Conférences |
Servers |Serveurs |
Show Call Times |Voir les périodes d'appels |
Add A New Call Time |Ajouter une période d'appels |
Show State Call Times |Voir les périodes d'appels d'états |
Add A New State Call Time |Ajouter une nouvelle période d'appels d'état |
Show Phones |Voir les téléphones |
Add A New Phone |Ajouter un nouveau téléphone |
Show Conferences |Voir les conférences |
Add A New Conference |Ajouter une nouvelle conférence |
Show VICIDIAL Conferences |Voir les conférences VICIDIAL |
Add A New VICIDIAL Conference |Ajouter une nouvelle conférence VICIDIAL |
Show Servers |Voir les serveurs |
Add A New Server |Ajouter un nouveau serveur |
CallBacks Within User Group|Rappels de service dans le groupe d'utilisateurs|
USERS WITHIN THIS USER GROUP|UTILISATEURS APPARTENANT A CE GROUPE D'UTILISATEURS|
Modify Users: |Modifier les utilisateurs: |
Modify Campaigns: |Modifier les campagnes: |
Modify Lists: |Modifier les listes: |
Modify Scripts: |Modifier les scripts: |
Modify Filters: |Modifier les filtres: |
Modify In-Groups: |Modifier les In-Groups: |
Modify User Groups: |Modifier les groupes d'utilisateurs: |
Modify Remote Agents: |Modifier les agents distants: |
Modify Servers: |Modifier les serveurs: |
View Reports: |Voir les rapports: |
You do not have permission to view this page|Vous n'avez pas la permission de voir cette page|
Lead Time Zone Lookup: |Consultation du fuseau horaire de la fiche:|
Lead Duplicate Check: |Vérification des doublons dans les fiches:|
Agent Pause Codes Active -<\/B> Allows agents to select a pause code when they click on the PAUSE button in vicidial.php. Pause codes are definable per campaign at the bottom of the campaign view detail screen and they are stored in the vicidial_agent_log table. Default is N|Activer les codes de la pause des agents -</B> Autorise les agents à sélectionner un code de pause quand il clique sur le bouton PAUSE dans vicidial.php. Les codes de pause sont définissable par campagne dans le bas de la vue détaillée de la campagne et sont stockés dans la table vicidial_agent_log. La valeur par défaut est N|
AGENT PAUSE CODES|CODES PAUSE DES AGENTS|
If the Agent Pause Codes Active field is set to active then the agents will be able to select from these pause codes when they click on the PAUSE button on their screens. This data is then stored in the vicidial agent log. The Pause code must contain only letters and numbers and be less than 7 characters long. The pause code name can be no longer than 30 characters.|Si les codes de pause des agents sont activés alors les agents pourront en selectionner un parmi ces codes quand ils cliquent sur le bouton PAUSE. Cette donnée est ensuite stockée dans les log sur les agents vicidial. Un code de pause doit contenir uniquement des lettres et des chiffres et doit contenir moins de 7 caractères. Le nom du code ne doit pas contenir plus de 30 caractères.|
AGENT PAUSE CODES FOR THIS CAMPAIGN|CODES DE PAUSE DES AGENTS POUR CETTE CAMPAGNE|
PAUSE CODES|CODES DE PAUSE|
BILLABLE|FACTURABLE|
ADD NEW AGENT PAUSE CODE|AJOUTER UN NOUVEAU CODE DE PAUSE|
Pause Code: |Code de pause: |
Pause Code Name: |Nom du code de pause: |
Billable: |Facturable: |
New Agent Pause Code|Nouveau code de pause|
Modify Agent Pause Code|Modifier le code de pause|
Delete Agent Pause Code|Supprimer le code de pause|
AGENT PAUSE CODE NOT ADDED|CODE DE PAUSE NON AJOUTE|
there is already an entry for this campaign with this  pause code|hay ya una entrada para esta campaÃ±a con este code|| de la pausa|
AGENT PAUSE CODE ADDED|CODE DE PAUSE AJOUTE|
AGENT PAUSE CODE NOT MODIFIED|CODE DE PAUSE NON MODIFIE|
CAMPAIGN PAUSE CODE NOT DELETED|CODE DE PAUSE DE LA CAMPAGNE NON SUPPRIME|
Campaign Description -<\/B> This is a memo field for the campaign, it is optional and can be a maximum of 255 characters in length|Description de la campagne -</B> C'est un champ de note pour la campagne, il est optionel et ne peut contenir plus de 255 caractères|
Campaign Change Date -<\/B> This is the last time that the settings for this campaign were modified in any way|Date de changement de la campagne -</B> C'est la dernière fois que les réglages de la campagne ont été modifié|
Campaign Stats Refresh -<\/B> This checkbox will allow you to force a vicidial stats refresh, even if the campaign is not active|Rafraichissement des statistiques de la campagne -</B> Cette checkbox permet de forcer un rafraichissement des statistiques de vicidial, même si la campagne n'est pas active|
Last Campaign Login Date -<\/B> This is the last time that an agent was logged into this campaign|Date de la dernière connection à la campagne -</B> C'est la dernière fois qu'un agent s'est connecté à la campagne|
List Description -<\/B> This is the memo field for the list, it is optional|Description de la liste -</B> C'est un champ de note pour la liste, il est optionnel|
List Change Date -<\/B> This is the last time that the settings for this list were modified in any way|Dernier changement de la liste -</B> C'est la dernière fois que les réglages de la liste ont été modifié|
List Last Call Date -<\/B> This is the last time that lead was dialed from this list|Date du dernier appel de la liste -</B> C'est la dernière fois qu'une fiche de cette liste a été appelée|
List Description: |Description de la liste: |
List Change Date: |Date de changement de la liste: |
Campaign Description: |Description de la campagne: |
