# de_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=de
# current languages in the file:
# - English - (en) no alterations
# - German - (de) first column
***LANGUAGES***
en-English|de-Deutsch|
Conference Number -<\/B> This field is where you put the meetme conference dialpna number. It is also recommended that the meetme number in meetme.conf matches this number for each entry. This is for the conferences in astGUIclient and is used for leave-3way-call functionality in VICIDIAL|Konferenz-Zahl -</B> Dieses fangen ist auf, wohin Sie diemeetme Konferenz dialpna Zahl setzen. Es wird auch empfohlen, daß diemeetme Zahl in meetme.conf diese Zahl für jede Eintragungzusammenbringt. Dieses ist für die Konferenzen in astGUIclient undwird für leave-3way-call Funktionalität in VICIDIAL verwendet|
Server IP -<\/B> The menu where you select the Asterisk server that this conference will be on|Bediener IP -</B> Das Menü, wo Sie den Sternchenbediener vorwählen,daß diese Konferenz eingeschaltet ist|
PHONE NOT ADDED - there is already a Phone in the system with this extension\/server|TELEFON NICHT ADDIERT - es gibt bereits ein Telefon im System mitdiesem extension/server|
PHONE NOT ADDED - Please go back and look at the data you entered|TELEFON NICHT ADDIERT - gehen Sie bitte zurück und betrachten Sie dieDaten, die Sie eingaben|
PHONE ADDED|TELEFON FÜGTE HINZU|
CONFERENCE NOT ADDED - there is already a conference in the system with this ID and server|KONFERENZ NICHT ADDIERT - es gibt bereits eine Konferenz im System mitdieser Identifikation und Bediener|
CONFERENCE NOT ADDED - Please go back and look at the data you entered|KONFERENZ NICHT ADDIERT - gehen Sie bitte zurück und betrachten Siedie Daten, die Sie eingaben|
CONFERENCE ADDED|KONFERENZ FÜGTE HINZU|
PHONE NOT MODIFIED - there is already a Phone in the system with this extension\/server|TELEFON NICHT GEÄNDERT - es gibt bereits ein Telefon im System mitdiesem extension/server|
PHONE NOT MODIFIED - Please go back and look at the data you entered|TELEFON NICHT GEÄNDERT - gehen Sie bitte zurück und betrachten Siedie Daten, die Sie eingaben|
PHONE MODIFIED|TELEFON GEÄNDERT|
SERVER NOT MODIFIED - there is already a server in the system with this server_ip|BEDIENER NICHT GEÄNDERT - es gibt bereits einen Bediener im Systemmit diesem server_ip|
SERVER NOT MODIFIED - Please go back and look at the data you entered|BEDIENER NICHT GEÄNDERT - gehen Sie bitte zurück und betrachten Siedie Daten, die Sie eingaben|
SERVER MODIFIED|BEDIENER GEÄNDERT|
CONFERENCE NOT MODIFIED - there is already a Conference in the system with this extension-server|KONFERENZ NICHT GEÄNDERT - es gibt bereits eine Konferenz im Systemmit diesem Verlängerung-Bediener|
CONFERENCE NOT MODIFIED - Please go back and look at the data you entered|KONFERENZ NICHT GEÄNDERT - gehen Sie bitte zurück und betrachten Siedie Daten, die Sie eingaben|
You do not have permissions to modify this user|Sie haben nicht Erlaubnis, diesen Benutzer zu ändern|
Click here to delete user|Klicken Sie hier, um Benutzer zu löschen|
Please go back and look at the data you entered|Gehen Sie bitte zurück und betrachten Sie die Daten, die Sieeingaben|
Click here to delete campaign|Klicken Sie hier, um Kampagne zu löschen|
Click here to delete list and all of its leads|Klicken Sie hier, um Liste und alle seine Leitungen zu löschen|
REMOVING LIST LEADS FROM VICIDIAL_LIST TABLE|ENTFERNEN DER LISTE LEITUNGEN VON DER VICIDIAL_LIST TABELLE|
Click here to delete in-group|Klicken Sie hier, um Ingruppe zu löschen|
Click here to delete remote agent|Klicken Sie hier, um Remotemittel zu löschen|
Click here to delete user group|Klicken Sie hier, um Benutzergruppe zu löschen|
Click here to delete phone|Klicken Sie hier, um Telefon zu löschen|
there is already a script entry with this name|es gibt bereits eine Indexeintragung mit diesem Namen|
Script name, description and text must be at least 2 characters in length|Indexname, -beschreibung und -text müssen mindestens 2 Buchstabenlang sein|
Click here to delete script|Klicken Sie hier, um Index zu löschen|
Phone Login|Telefon-LOGON|
Phone Pass|Telefon-Durchlauf|
Delete Users|Löschung-Benutzer|
Delete User Groups|Löschung-Benutzer-Gruppen|
Delete Lists|Löschung-Listen|
Delete Campaigns|Löschung-Kampagnen|
Delete In-Groups|Löschung In-Gruppen|
Delete Remote Agents|Löschung-Direktübertragung Mittel|
Delete Script|Löschung-Index|
Load Leads|Last Leitungen|
Campaign Detail|Kampagne Detail|
AGC Admin Access|AGC Admin Zugang|
AGC Delete Phones|AGC Löschung-Telefone|
SCRIPT NOT ADDED|INDEX NICHT ADDIERT|
SCRIPT ADDED|INDEX FÜGTE HINZU|
SCRIPT NOT MODIFIED|INDEX NICHT GEÄNDERT|
SCRIPT MODIFIED|INDEX ÄNDERTE|
DELETE THIS USER|LÖSCHEN SIE DIESEN BENUTZER|
DELETE THIS CAMPAIGN|LÖSCHEN SIE DIESE KAMPAGNE|
DELETE THIS LIST|LÖSCHEN SIE DIESE LISTE|
DELETE THIS IN-GROUP|LÖSCHEN SIE DIESES IN-GROUP|
DELETE THIS REMOTE AGENT|LÖSCHEN SIE DIESES REMOTEMITTEL|
DELETE THIS USER GROUP|LÖSCHEN SIE DIESE BENUTZER-GRUPPE|
DELETE THIS PHONE|LÖSCHEN SIE DIESES TELEFON|
DELETE THIS SCRIPT|LÖSCHEN SIE DIESEN INDEX|
USER NOT DELETED|BENUTZER NICHT GELÖSCHT|
CAMPAIGN NOT DELETED|KAMPAGNE NICHT GELÖSCHT|
LIST NOT DELETED|LISTE NICHT GELÖSCHT WORDEN|
IN-GROUP NOT DELETED|IN-GROUP NICHT GELÖSCHT|
REMOTE AGENT NOT DELETED|REMOTEMITTEL NICHT GELÖSCHT|
USER GROUP NOT DELETED|BENUTZER-GRUPPE NICHT GELÖSCHT|
PHONE NOT DELETED|TELEFON NICHT GELÖSCHT|
SCRIPT NOT DELETED|INDEX NICHT GELÖSCHT|
USER DELETION CONFIRMATION|BENUTZER-AUSLASSUNG BESTÄTIGUNG|
USER DELETION COMPLETED|BENUTZER-AUSLASSUNG FÜHRTE DURCH|
CAMPAIGN DELETION CONFIRMATION|KAMPAGNE AUSLASSUNG BESTÄTIGUNG|
CAMPAIGN DELETION COMPLETED|KAMPAGNE AUSLASSUNG FÜHRTE DURCH|
Logout Agents|Logout-Mittel|
AGENTS NOT LOGGED OUT OF CAMPAIGN|MITTEL GELOGGT NICHT AUS KAMPAGNE HERAUS|
AGENT LOGOUT CONFIRMATION|MITTELLOGOUT-BESTÄTIGUNG|
Click here to log all agents out of|Klicken Sie hier, um alle Mittel aus zu loggen|
AGENT LOGOUT COMPLETED|MITTELLOGOUT FÜHRTE DURCH|
LOG ALL AGENTS OUT OF THIS CAMPAIGN|LOGGEN SIE ALLE MITTEL AUS DIESER KAMPAGNE HERAUS|
LIST DELETION CONFIRMATION|LISTE AUSLASSUNG BESTÄTIGUNG|
LIST DELETION COMPLETED|LISTE AUSLASSUNG DURCHGEFÜHRT|
IN-GROUP DELETION CONFIRMATION|IN-GROUP AUSLASSUNG BESTÄTIGUNG|
IN-GROUP DELETION COMPLETED|IN-GROUP AUSLASSUNG FÜHRTE DURCH|
REMOTE AGENT DELETION CONFIRMATION|REMOTEMITTEL-AUSLASSUNG BESTÄTIGUNG|
REMOTE AGENT DELETION COMPLETED|REMOTEMITTEL-AUSLASSUNG FÜHRTE DURCH|
USER GROUP DELETION CONFIRMATION|BENUTZER-GRUPPE AUSLASSUNG BESTÄTIGUNG|
USER GROUP DELETION COMPLETED|BENUTZER-GRUPPE AUSLASSUNG DURCHGEFÜHRT|
PHONE DELETION CONFIRMATION|TELEFON-AUSLASSUNG BESTÄTIGUNG|
PHONE DELETION COMPLETED|TELEFON-AUSLASSUNG DURCHGEFÜHRT|
SCRIPT DELETION CONFIRMATION|INDEX-AUSLASSUNG BESTÄTIGUNG|
SCRIPT DELETION COMPLETED|INDEX-AUSLASSUNG FÜHRTE DURCH|
Preview Script|Vorbetrachtung-Index|
MODIFY A SCRIPT|ÄNDERN Sie Einen INDEX|
title of the script|Titel dem Index|
CONFERENCE MODIFIED|KONFERENZ ÄNDERTE|
MODIFY A PHONE RECORD|ÄNDERN Sie Einen TELEFON-SATZ|
THE END|DAS ENDE|
LIST ALL PHONES|VERZEICHNEN SIE ALLE TELEFONE|
ADD A NEW PHONE|ADDIEREN Sie Ein NEUES TELEFON|
SEARCH FOR A PHONE|SUCHE NACH Einem TELEFON|
ADD A SERVER|ADDIEREN Sie Einen BEDIENER|
LIST ALL SERVERS|VERZEICHNEN SIE ALLE BEDIENER|
SHOW ALL CONFERENCES|ZEIGEN SIE ALLE KONFERENZEN|
ADD A NEW CONFERENCE|ADDIEREN Sie Eine NEUE KONFERENZ|
AMD Send to VM exten|AMD senden zu VM exten|
Transfer-Conf DTMF|BringenSie DTMF|
Transfer-Conf Number|BringenSie Zahl|
HotKeys Active|HotKeys Aktiv|
Modify Leads|Ändern Sie Leitungen|
Change Agent Campaign|Ändern Sie Vertreter-Kampagne|
Agent Choose Ingroups|Mittel Wählen Ingroups|
CallBacks Within Campaign|Wiederholungsbesuche Innerhalb Der Kampagne|
CallBacks Within List|Wiederholungsbesuche Innerhalb Der Liste|
CallBacks Within Agent|Wiederholungsbesuche Innerhalb Des Mittels|
Phone extension|Telefonverlängerung|
Dialplan Number|Dialplan Zahl|
digits only|nur Stellen|
Voicemail Box|Voicemail Kasten|
Outbound CallerID|Outbound CallerID|
Phone IP address|Telefon-IP address|
Computer IP address|Computer-IP address|
Server IP Address|Bediener-IP address|
Server IP|Bediener IP|
Password: |Kennwort:|
Status: |Status:|
Active Account|Aktives Konto|
Phone Type|Telefon-Art|
Full Name|Voller Name|
Company: |Firma:|
Picture: |Abbildung:|
Client Protocol|Klient Protokoll|
Local GMT|Lokales GMT|
Do NOT Adjust for DST|Stellen Sie NICHT auf DST ein|
VALUE=SUBMIT|VALUE=SUBMIT|
ADD A NEW SERVER|ADDIEREN Sie Einen NEUEN BEDIENER|
Server ID|Bediener Identifikation|
Server Description|Bediener-Beschreibung|
Active: |Aktiv:|
Asterisk Version|Sternchen-Version|
Conference Number|Konferenz-Zahl|
New Messages|Neue Anzeigen|
Old Messages|Alte Anzeigen|
Manager Login|Manager-LOGON|
Manager Secret|Manager-Geheimnis|
VICIDIAL Default User|VICIDIAL Rückstellung Benutzer|
VICIDIAL Default Pass|VICIDIAL Rückstellung Durchlauf|
VICIDIAL Default Campaign|VICIDIAL Rückstellung Kampagne|
Park Extension|Park-Verlängerung|
Park Exten|Park Exten|
Conf Extension|Conf Verlängerung|
Conf Exten|Conf Exten|
VICIDIAL Park Exten|VICIDIAL Park Exten|
VICIDIAL Park File|VICIDIAL Park-Akte|
Monitor Prefix|Überwachen Sie Präfix|
Recording Exten|Aufnahme Exten|
VMailMain Exten|VMailMain Exten|
VMailDump Exten|VMailDump Exten|
Exten Context|Exten Kontext|
DTMFSend Channel|DTMFSend Führung|
Outbound Call Group|Outbound Anruf-Gruppe|
Browser Location|Datenbanksuchroutine-Position|
Install Directory|Bringen Sie Verzeichnis An|
CallerID URL|CallerID URL|
VICIDIAL Default URL|VICIDIAL Rückstellung URL|
Call Logging|Anruf-Protokollierung|
User Switching|Benutzer-Schaltung|
Conferencing|Conferencing|
Admin Hangup|Admin Hängezustand|
Admin Hijack|Admin Straßenräuber|
Admin Monitor|Admin Monitor|
Call Park|Parkschaltung|
Updater Check|Updater Überprüfung|
AF Logging|Af Protokollierung|
Queue Enabled|Warteschlange Ermöglicht|
CallerID Popup|CallerID Popup|
VMail Button|VMail Taste|
Fast Refresh|Schnell Erneuern Sie|
Fast Refresh Rate|Schnell Erneuern Sie Rate|
Persistant MySQL|Persistant MySQL|
Auto Dial Next Number|Selbstvorwahlknopf-Folgende Zahl|
Stop Rec after each call|Stoppen Sie Rec nach jedem Anruf|
Primary |Hauptsächlich|
Secondary |Zweitens|
DBX Server|DBX Bediener|
DBX Database|DBX Datenbank|
DBX User|DBX Benutzer|
DBX Pass|DBX Durchlauf|
DBX Port|DBX Tor|
DBY Server|DBY Bediener|
DBY Database|DBY Datenbank|
DBY User|DBY Benutzer|
DBY Pass|DBY Durchlauf|
DBY Port|DBY Tor|
MODIFY A SERVER RECORD|ÄNDERN Sie Einen BEDIENER-SATZ|
Max VICIDIAL Trunks|Maximale VICIDIAL Stämme|
Telnet Host|Telnet Wirt|
Telnet Port|Telnet Tor|
Manager User|Manager-Benutzer|
Manager Update User|Manager-Update-Benutzer|
Manager Listen User|Manager Hören Benutzer|
Manager Send User|Manager Senden Benutzer|
VMail Dump Exten|VMail Dump Exten|
VICIDIAL AD extension|VICIDIAL ANZEIGE Verlängerung|
Default Context|Rückstellung Kontext|
PHONES WITHIN THIS SERVER|TELEFONE INNERHALB DIESES BEDIENERS|
>EXTENSION<|>VERLÄNGERUNG<|
>NAME<|>NAME<|
>ACTIVE<|>AKTIV<|
>MODIFY<|>ÄNDERN Sie<|
This server has|Dieser Bediener hat|
active phones and|aktive Telefone und|
inactive phones|unaktivierte Telefone|
MODIFY A CONFERENCE RECORD|ÄNDERN Sie Einen KONFERENZ-SATZ|
Conference: |Konferenz:|
Current Extension|Gegenwärtige Verlängerung|
extension: |Verlängerung:|
SEARCH RESULTS|SUCHRESULTATE|
PHONE LISTINGS|TELEFON-AUFLISTUNGEN|
SERVER LISTINGS|BEDIENER-AUFLISTUNGEN|
CONFERENCE LISTINGS|KONFERENZ-AUFLISTUNGEN|
script runtime|Indexlaufzeit|
ADD NEW PHONE|ADDIEREN SIE NEUES TELEFON|
ADD NEW SERVER|ADDIEREN SIE NEUEN BEDIENER|
ADD NEW CONFERENCE|ADDIEREN SIE NEUE KONFERENZ|
ADD SCRIPT|ADDIEREN SIE INDEX|
VIEW SCRIPTS|ANSICHT-INDEXE|
SCRIPTS LISTINGS|INDEX-AUFLISTUNGEN|
ADDING NEW PHONE|ADDIEREN DES NEUEN TELEFONS|
ADDING NEW SERVER|ADDIEREN DES NEUEN BEDIENERS|
ADDING NEW CONFERENCE|ADDIEREN DER NEUEN KONFERENZ|
MODIFY PHONE|ÄNDERN SIE TELEFON|
MODIFY SERVER|ÄNDERN SIE BEDIENER|
MODIFY CONFERENCE|ÄNDERN SIE KONFERENZ|
MODIFYING PHONE|ÄNDERNDES TELEFON|
MODIFYING SERVER|ÄNDERNDER BEDIENER|
MODIFYING CONFERENCE|ÄNDERNDE KONFERENZ|
SEARCH PHONES|SUCHTELEFONE|
SEARCH PHONES RESULTS|SUCHE RUFT RESULTATE AN|
PHONE LIST|TELEFON-LISTE|
SERVER LIST|BEDIENER-LISTE|
CONFERENCE LIST|KONFERENZ-LISTE|
HELP|HILFE|
Click here for phone stats|Klicken Sie hier für Telefonnotfall|
REMOTE INBOUND: Main|ENTFERNTINBOUND: Hauptsächlich|
REMOTE INBOUND: Popup|ENTFERNTINBOUND: Popup|
CALLS SENT TO|ANRUFE GESCHICKT ZU|
Phone Stats|Telefon-Notfall|
CALL TIME AND CHANNELS|ANRUF-ZEIT UND FÜHRUNGEN|
CHANNEL GROUP|KANALGRUPPE|
HOURS:MINUTES|HOURS:MINUTES|
TOTAL CALLS|GESAMTANRUFE|
>NUMBER|>ZAHL|
 DATE<|DATUM<|
Close this window|Schließen Sie dieses Fenster|
Inbound Calls Stats|Inbound Anruf-Notfall|
Add New User|Addieren Sie Neuen Benutzer|
Add New Campaign|Addieren Sie Neue Kampagne|
Add New List|Addieren Sie Neue Liste|
Add New In-Group|Addieren Sie Neue In-Gruppe|
Add New Remote Agents|Addieren Sie Neue Remotemittel|
Add New Users Group|Addieren Sie Neue Benutzer-Gruppe|
Add New Script|Addieren Sie Neuen Index|
New User Addition|Neue Benutzer-Hinzufügung|
New Campaign Addition|Neue Kampagne Hinzufügung|
New Campaign Status Addition|Neue Kampagne Status-Hinzufügung|
New Campaign HotKey Addition|Neue Kampagne HotKey Hinzufügung|
New List Addition|Neue Liste Hinzufügung|
New In-Group Addition|Neue In-Gruppe Hinzufügung|
New Remote Agents Addition|Neue Remotemittel-Hinzufügung|
New Users Group Addition|Neue Benutzer-Gruppe Hinzufügung|
New Script Addition|Neue Index-Hinzufügung|
Modify User|Ändern Sie Benutzer|
Modify Campaign - Basic View|Ändern Sie Kampagne - Grundlegende Ansicht|
Modify Campaign|Ändern Sie Kampagne|
Modify List|Ändern Sie Liste|
Modify In-Group|Ändern Sie In-Gruppe|
Modify Remote Agents|Ändern Sie Remotemittel|
Modify Users Groups|Ändern Sie Benutzer-Gruppen|
Modify Script|Ändern Sie Index|
Welcome|Willkommen|
Campaigns|Kampagnen|
Lists|Listen|
In-Groups|In-Gruppen|
Remote Agents|Remotemittel|
User Groups|Benutzer-Gruppen|
Search Form|Suchform|
Search Results|Suchresultate|
VICIDIAL ADMIN|VICIDIAL ADMIN|
 TABLE|TABELLE|
First Name|Vorname|
Middle Initial|Mittlere Initiale|
Last Name|Letzter Name|
Address Line 1|Adresse Linie 1|
Address Line 2|Adresse Linie 2|
Address Line 3|Adresse Linie 3|
City|Stadt|
State - limited to 2 characters|Zustand - begrenzt auf 2 Buchstaben|
Province|Provinz|
Postal Code|Postcode|
Country|Land|
Gender|Geschlecht|
Date of Birth|Geburtsdatum|
Alternate Phone Number|Wechselnde Telefonnummer|
Email Address|Email address|
Security Phrase|Sicherheit Phrase|
Comments|Anmerkungen|
THE END|DAS ENDE|
Logout|Logout|
LIST USERS|LISTE BENUTZER|
ADD A NEW USER|ADDIEREN Sie Einen NEUEN BENUTZER|
SEARCH FOR A USER|SUCHE NACH Einem BENUTZER|
ADD USER GROUP|ADDIEREN SIE BENUTZER-GRUPPE|
LIST USER GROUPS|LISTE BENUTZER-GRUPPEN|
ADD CAMPAIGN|ADDIEREN SIE KAMPAGNE|
LIST CAMPAIGNS|LISTE KAMPAGNEN|
SHOW LISTS|ZEIGEN SIE LISTEN|
ADD NEW LIST|ADDIEREN SIE NEUE LISTE|
LOAD NEW LEADS|LAST NEUE LEITUNGEN|
SHOW IN-GROUPS|ZEIGEN SIE IN-GROUPS|
ADD NEW IN-GROUP|ADDIEREN SIE NEUES IN-GROUP|
SHOW REMOTE AGENTS|ZEIGEN SIE REMOTEMITTEL|
ADD NEW REMOTE AGENTS|ADDIEREN SIE NEUE REMOTEMITTEL|
SERVER STATS|BEDIENER-NOTFALL|
PARK REPORT|PARK-REPORT|
VDAD REPORT|VDAD REPORT|
CLOSER REPORT|GENAUERER REPORT|
SEARCH FOR A LEAD|SUCHE NACH Einer LEITUNG|
GROUP HOURLY|GRUPPE STÜNDLICH|
User Number|Benutzer-Zahl|
Full Name|Voller Name|
User Level|Benutzer-Niveau|
User Group|Benutzer-Gruppe|
ADD A NEW CAMPAIGN|ADDIEREN Sie Eine NEUE KAMPAGNE|
ADD A NEW INBOUND GROUP|ADDIEREN Sie Eine NEUE INBOUND GRUPPE|
ADD NEW USERS GROUP|ADDIEREN SIE NEUE BENUTZER-GRUPPE|
Campaign ID|Kampagne Identifikation|
Campaign Name|Kampagne Name|
Park Extension|Park-Verlängerung|
Park Filename|Park-Dateiname|
Web Form|Netz-Form|
Allow Closers|Erlauben Sie Closers|
Hopper Level|Zufuhrbehälter-Niveau|
Auto Dial Level|Selbstvorwahlknopf-Niveau|
Next Agent Call|Folgender Vertreter-Anruf|
Local Call Time|Ortsgespräch-Zeit|
Voicemail|Voicemail|
SUBMIT|SUBMIT|
List ID|Liste Identifikation|
List Name|Liste Name|
Campaign|Kampagne|
Group ID|Gruppe Identifikation|
Group Name|Gruppe Name|
Group Color|Gruppe Farbe|
Fronter Display|Fronter Anzeige|
User ID Start|Benutzernummer Anfang|
Number of Lines|Zeilenzahl|
External Extension|Externe Verlängerung|
Inbound Groups|Inbound Gruppen|
Group: |Gruppe:|
Description: |Beschreibung:|
USER ADDED|BENUTZER FÜGTE HINZU|
CAMPAIGN ADDED|KAMPAGNE ADDIERT|
CAMPAIGN STATUS ADDED|KAMPAGNE STATUS ADDIERT|
CAMPAIGN HOTKEY ADDED|KAMPAGNE HOTKEY FÜGTE HINZU|
LIST ADDED|LISTE ADDIERT|
GROUP ADDED|GRUPPE FÜGTE HINZU|
REMOTE AGENTS ADDED|REMOTEMITTEL FÜGTEN HINZU|
USER GROUP ADDED|BENUTZER-GRUPPE ADDIERT|
USER MODIFIED|BENUTZER ÄNDERTE|
CAMPAIGN MODIFIED|KAMPAGNE ÄNDERTE|
GROUP MODIFIED|GRUPPE GEÄNDERT|
CAMPAIGN MODIFIED|KAMPAGNE GEÄNDERT|
LIST MODIFIED|LISTE ÄNDERTE|
USER GROUP MODIFIED|BENUTZER-GRUPPE GEÄNDERT|
RESETTING LIST-CALLED-STATUS|ZURÜCKSTELLEN VON VON LIST-CALLED-STATUS|
Dial status |Vorwahlknopfstatus|
List Order|Liste Auftrag|
Hopper Level|Zufuhrbehälter-Niveau|
Force Reset of Hopper|Kraft-Zurückstellen des Zufuhrbehälters|
Dial Timeout|Vorwahlknopf-Abschaltung|
Dial Prefix|Vorwahlknopf-Präfix|
Campaign CallerID|Kampagne CallerID|
Campaign VDAD exten|Kampagne VDAD exten|
Campaign Rec exten|Kampagne Rec exten|
Campaign Recording|Kampagne Aufnahme|
Campaign Rec Filename|Kampagne Rec Dateiname|
LISTS WITHIN THIS CAMPAIGN|LISTEN INNERHALB DIESER KAMPAGNE|
LIST ID|LISTE IDENTIFIKATION|
LIST NAME|LISTE NAME|
>ACTIVE<|>AKTIV<|
This campaign has |Diese Kampagne hat|
active lists and |aktive Listen und|
inactive lists|unaktivierte Listen|
leads to be dialed in those lists|führt, in jenen Listen gewählt zu werden|
leads in the dial hopper|Leitungen im Vorwahlknopfzufuhrbehälter|
>STATUS<|>STATUS<|
>DESCRIPTION<|>BESCHREIBUNG<|
>SELECTABLE<|>AUSWÄHLBAR<|
>DELETE<|>LÖSCHUNG<|
ADD NEW CUSTOM CAMPAIGN STATUS|ADDIEREN SIE NEUEN KUNDENSPEZIFISCHEN KAMPAGNE STATUS|
Selectable: |Auswählbar:|
value=ADD|value=ADD|
CUSTOM HOTKEYS WITHIN THIS CAMPAIGN|GEWOHNHEIT HOTKEYS INNERHALB DIESER KAMPAGNE|
>HOTKEY<|>HOTKEY<|
ADD NEW CUSTOM CAMPAIGN HOTKEY|ADDIEREN SIE NEUE KUNDENSPEZIFISCHE KAMPAGNE HOTKEY|
Hotkey: |Hotkey:|
Basic View|Grundlegende Ansicht|
Detail View|Detail-Ansicht|
MODIFY A LISTS RECORD|ÄNDERN Sie Einen LISTEN SATZ|
Reset Lead-Called-Status for this list|Stellen Sie Führen-Benennen-Status für diese Liste zurück|
STATUSES WITHIN THIS LIST|STATUS INNERHALB DIESER LISTE|
>CALLED<|>BENANNT<|
>NOT CALLED<|>NICHT BENANNT<|
>SUBTOTALS<|>TEILSUMMEN<|
>SUBTOTAL<|>TEILSUMME<|
TIME ZONES WITHIN THIS LIST|ZEIT-ZONEN INNERHALB DIESER LISTE|
GMT OFFSET NOW|GMT VERSETZTE JETZT|
local time|lokale Zeit|
>TOTAL<|>GESAMTMENGE<|
CALLED COUNTS WITHIN THIS LIST|BENANNTE ZÄHLIMPULSE INNERHALB DIESER LISTE|
MODIFY A GROUPS RECORD|ÄNDERN Sie Einen GRUPPEN SATZ|
MODIFY A REMOTE AGENTS ENTRY|ÄNDERN Sie Eine REMOTEMITTEL-EINTRAGUNG|
numbers only|nur Zahlen|
dialplan number dialed to reach agents|dialplan Zahl wählte, um Mittel zu erreichen|
MODIFY A USERS GROUP ENTRY|ÄNDERN Sie Eine BENUTZER-GRUPPE EINTRAGUNG|
no spaces or punctuation|keine Räume oder Interpunktion|
description of group|Beschreibung der Gruppe|
SEARCH FOR A USER|SUCHE NACH Einem BENUTZER|
SEARCH RESULTS|SUCHRESULTATE|
>STATS<|>Notfall<|
USER LISTINGS|BENUTZER-AUFLISTUNGEN|
CAMPAIGN LISTINGS|KAMPAGNE AUFLISTUNGEN|
LIST LISTINGS|LISTE AUFLISTUNGEN|
INBOUND GROUP LISTINGS|INBOUND GRUPPE AUFLISTUNGEN|
REMOTE AGENTS LISTINGS|REMOTEMITTEL-AUFLISTUNGEN|
USER GROUPS LISTINGS|BENUTZER-GRUPPEN AUFLISTUNGEN|
script runtime|Indexlaufzeit|
Hopper List|Zufuhrbehälter-Liste|
Live Current Hopper List|Gegenwärtige Zufuhrbehälter-Lebhaftliste|
Total leads in hopper right now|Gesamtleitungen im Zufuhrbehälter im Augenblick|
Server Stats|Bediener-Notfall|
Total Calls placed from this Campaign:       |Gesamtanrufe gesetzt von dieser Kampagne:                      |
Average Call Length for all Calls in seconds:|Durchschnittliche Anruf-Länge für alle benennt in den Sekunden:|
Total DROP Calls:                            |Gesamt-TROPFEN Anrufe:                                         |
Average Length for DROP Calls in seconds:    |Durchschnittliche Länge für TROPFEN Anrufe in den Sekunden:    |
Total NA calls -Busy,Disconnect,BTvoicemail: |Gesamt-Na benennt - beschäftigt, Trennung, BTvoicemail:        |
Average Call Length for NA Calls in seconds: |Durchschnittliche Anruf-Länge für Na benennt in den Sekunden:  |
-</B>-</B> DROPS|-</B>-</B> TROPFEN|
 AUTO-DIAL NO ANSWERS|AUTO-DIAL KEINE ANTWORTEN|
-</B>-</B> USER STATS|-</B>-</B> BENUTZER-NOTFALL|
-</B>-</B> TIME STATS|-</B>-</B> ZEIT-NOTFALL|
USER                    |BENUTZER|
Agents Time On Calls                 |Mittel Setzen Bei den Anrufen Zeit fest|
agents logged in on server|Mittel geloggt innen auf Bediener|
Paused agents|Pausierte Mittel|
5 minutes or more on call|5 Minuten oder mehr beim Anruf|
Over 10 minutes on call|Über 10 Minuten beim Anruf|
 NO AGENTS ON CALLS |KEINE MITTEL BEI DEN ANRUFEN|
calls being placed on server|Anrufe, die auf Bediener gesetzt werden|
LIVE CALL WAITING|PHASENCANKLOPFEN|
 NO LIVE CALLS WAITING |KEIN PHASENCANKLOPFEN|
START OVER|BEGINNEN SIE RÜBER|
Lead Loader Module|Leitung Ladevorrichtung Modul|
Current file status|Gegenwärtiger Akte Status|
Load leads from this file|Last Leitungen von dieser Akte|
Answering Machine Message|Antwortende Maschine Anzeige|
Processing |Verarbeitung|
TALK TIME AND STATUS|GESPRÄCH ZEIT UND STATUS|
>COUNT<|>ZÄHLIMPULS<|
>HOURS:MINUTES<|>HOURS:MINUTES<|
TOTAL CALLS |GESAMTANRUFE|
LOGIN\/LOGOUT TIME|LOGIN/LOGOUT ZEIT|
>EVENT <|>FALL <|
> CAMPAIGN<|> KAMPAGNE<|
LAST 50 CALLS|ANRUFE DES LETZT-50|
VICIDIAL REMOTE: Call Disposition|VICIDIAL DIREKTÜBERTRAGUNG: Anruf-Einteilung|
Call has been dispositioned|Anruf ist dispositioned gewesen|
Close This Window|Schließen Sie Dieses Fenster|
Call information|Anrufinformationen|
lead lookup FAILED for lead_id|Leitung Nachschlagen FIEL für lead_id aus|
DISPO CALL|DISPO ANRUF|
>Address |Adresse|
>City |Stadt|
>State:|Zustand:|
 Postal Code:|Postcode:|
>Province |Provinz|
>Country |Land|
>Alt Phone |Alt Telefon|
>Email |Email|
>Security |Sicherheit|
>Comments |Anmerkungen|
>Disposition:|Einteilung:|
Group Hourly Stats|Gruppe Stündlicher Notfall|
TSR HOUR COUNTS|TSR STUNDE ZÄHLIMPULSE|
Lead Search|Leitung Suche|
Lead Lookup|Leitung Nachschlagen|
Please enter a:|Tragen Sie bitte a ein:|
a Home Phone Number:|eine Haupttelefonnummer:|
vendor lead code|Verkäuferleitung Code|
a lead ID:|eine Leitung Identifikation:|
>NEW SEARCH<|>NEUE SUCHE<|
Lead record modification|Leitung notieren Änderung|
information modified|Informationen geändert|
CALLS TO THIS LEAD|ANRUFE ZU DIESEM LEITUNG|
VDAD Closer Stats|VDAD Genauerer Notfall|
Auto-dial Closer Stats|Automobil-Vorwahlknopf Genauerer Notfall|
